Scenario,Month,FanEnergy(kWh),HeatingEnergy(therms),CoolingEnergy(kWh),FanEnergy($),HeatingEnergy($),CoolingEnergy($),MonthlyCost($)
msp_102_2011_1VB0-a, 12,97.54,214.82,0.0,12.82,178.3,0.0,191.12
msp_102_2011_1VB15, 01,120.21,264.75,0.0,15.8,219.74,0.0,235.54
msp_102_2011_1VB15, 02,75.86,167.07,0.0,9.97,138.67,0.0,148.63
msp_102_2011_1VB15, 03,52.9,116.5,0.08,6.95,96.69,0.01,103.65
msp_102_2011_1VB15, 04,35.0,64.72,59.54,4.6,53.72,7.82,66.14
msp_102_2011_1VB15, 05,22.28,9.9,185.65,2.93,8.21,24.39,35.54
msp_102_2011_1VB15, 06,41.05,1.62,421.31,5.39,1.35,55.36,62.1
msp_102_2011_1VB15, 07,68.28,0.0,741.96,8.97,0.0,97.49,106.47
msp_102_2011_1VB15, 08,43.41,0.18,458.14,5.7,0.15,60.2,66.05
msp_102_2011_1VB15, 09,27.02,13.74,216.79,3.55,11.41,28.49,43.44
msp_102_2011_1VB15, 10,23.76,51.62,3.01,3.12,42.84,0.4,46.36
msp_102_2011_1VB15, 11,59.17,130.31,0.0,7.77,108.16,0.0,115.93
msp_102_2011_1VB15, 12,100.18,220.63,0.0,13.16,183.12,0.0,196.29
msp_102_2011_1VB15-a, 01,117.65,259.12,0.0,15.46,215.07,0.0,230.53
msp_102_2011_1VB15-a, 02,73.89,162.73,0.0,9.71,135.07,0.0,144.77
msp_102_2011_1VB15-a, 03,51.25,112.83,0.15,6.73,93.65,0.02,100.4
msp_102_2011_1VB15-a, 04,33.99,62.26,60.64,4.47,51.68,7.97,64.11
msp_102_2011_1VB15-a, 05,22.48,9.24,190.52,2.95,7.67,25.03,35.66
msp_102_2011_1VB15-a, 06,41.6,1.48,427.47,5.47,1.23,56.17,62.86
msp_102_2011_1VB15-a, 07,68.7,0.0,746.03,9.03,0.0,98.03,107.06
msp_102_2011_1VB15-a, 08,44.1,0.13,465.14,5.8,0.11,61.12,67.03
msp_102_2011_1VB15-a, 09,27.11,12.96,221.24,3.56,10.76,29.07,43.39
msp_102_2011_1VB15-a, 10,22.77,49.29,3.66,2.99,40.91,0.48,44.38
msp_102_2011_1VB15-a, 11,57.43,126.49,0.0,7.55,104.98,0.0,112.53
msp_102_2011_1VB15-a, 12,97.87,215.54,0.0,12.86,178.9,0.0,191.76
msp_102_2011_1VB30, 01,120.7,265.83,0.0,15.86,220.64,0.0,236.5
msp_102_2011_1VB30, 02,76.34,168.13,0.0,10.03,139.55,0.0,149.58
msp_102_2011_1VB30, 03,53.38,117.56,0.0,7.01,97.57,0.0,104.58
msp_102_2011_1VB30, 04,35.11,65.54,56.96,4.61,54.4,7.48,66.49
msp_102_2011_1VB30, 05,21.53,10.13,177.05,2.83,8.4,23.26,34.5
msp_102_2011_1VB30, 06,39.83,1.68,408.66,5.23,1.39,53.7,60.33
msp_102_2011_1VB30, 07,66.87,0.0,727.09,8.79,0.0,95.54,104.33
msp_102_2011_1VB30, 08,42.07,0.18,444.45,5.53,0.15,58.4,64.08
msp_102_2011_1VB30, 09,26.29,13.93,208.54,3.45,11.56,27.4,42.42
msp_102_2011_1VB30, 10,23.97,52.28,2.18,3.15,43.4,0.29,46.83
msp_102_2011_1VB30, 11,59.52,131.09,0.0,7.82,108.8,0.0,116.62
msp_102_2011_1VB30, 12,100.52,221.38,0.0,13.21,183.74,0.0,196.95
msp_102_2011_1VB30-a, 01,118.15,260.22,0.0,15.53,215.98,0.0,231.51
msp_102_2011_1VB30-a, 02,74.37,163.8,0.0,9.77,135.95,0.0,145.73
msp_102_2011_1VB30-a, 03,51.72,113.89,0.04,6.8,94.53,0.01,101.33
msp_102_2011_1VB30-a, 04,34.11,63.07,58.05,4.48,52.35,7.63,64.46
msp_102_2011_1VB30-a, 05,21.71,9.46,181.77,2.85,7.85,23.88,34.59
msp_102_2011_1VB30-a, 06,40.39,1.53,414.9,5.31,1.27,54.52,61.09
msp_102_2011_1VB30-a, 07,67.3,0.0,731.31,8.84,0.0,96.09,104.94
msp_102_2011_1VB30-a, 08,42.76,0.14,451.49,5.62,0.11,59.33,65.06
msp_102_2011_1VB30-a, 09,26.38,13.15,212.98,3.47,10.91,27.99,42.36
msp_102_2011_1VB30-a, 10,22.96,49.94,2.69,3.02,41.45,0.35,44.82
msp_102_2011_1VB30-a, 11,57.79,127.27,0.0,7.59,105.64,0.0,113.23
msp_102_2011_1VB30-a, 12,98.21,216.3,0.0,12.91,179.53,0.0,192.44
msp_102_2011_1VB45, 01,121.15,266.82,0.0,15.92,221.46,0.0,237.38
msp_102_2011_1VB45, 02,76.84,169.23,0.0,10.1,140.46,0.0,150.56
msp_102_2011_1VB45, 03,53.93,118.77,0.0,7.09,98.57,0.0,105.66
msp_102_2011_1VB45, 04,35.23,66.47,53.84,4.63,55.17,7.07,66.87
msp_102_2011_1VB45, 05,20.64,10.4,166.81,2.71,8.63,21.92,33.26
msp_102_2011_1VB45, 06,38.35,1.75,393.14,5.04,1.45,51.66,58.15
msp_102_2011_1VB45, 07,65.15,0.0,709.07,8.56,0.0,93.17,101.73
msp_102_2011_1VB45, 08,40.52,0.18,428.57,5.32,0.15,56.31,61.79
msp_102_2011_1VB45, 09,25.45,14.13,199.05,3.34,11.73,26.16,41.23
msp_102_2011_1VB45, 10,24.22,53.03,1.4,3.18,44.01,0.18,47.38
msp_102_2011_1VB45, 11,59.87,131.85,0.0,7.87,109.44,0.0,117.3
msp_102_2011_1VB45, 12,100.82,222.04,0.0,13.25,184.29,0.0,197.54
msp_102_2011_1VB45-a, 01,118.61,261.23,0.0,15.59,216.82,0.0,232.41
msp_102_2011_1VB45-a, 02,74.88,164.91,0.0,9.84,136.88,0.0,146.72
msp_102_2011_1VB45-a, 03,52.26,115.1,0.0,6.87,95.53,0.0,102.4
msp_102_2011_1VB45-a, 04,34.22,64.0,54.93,4.5,53.12,7.22,64.83
msp_102_2011_1VB45-a, 05,20.8,9.72,171.4,2.73,8.07,22.52,33.32
msp_102_2011_1VB45-a, 06,38.92,1.59,399.52,5.11,1.32,52.5,58.93
msp_102_2011_1VB45-a, 07,65.61,0.0,713.54,8.62,0.0,93.76,102.38
msp_102_2011_1VB45-a, 08,41.21,0.14,435.64,5.42,0.11,57.24,62.77
msp_102_2011_1VB45-a, 09,25.53,13.35,203.47,3.36,11.08,26.74,41.17
msp_102_2011_1VB45-a, 10,23.19,50.67,1.79,3.05,42.05,0.24,45.34
msp_102_2011_1VB45-a, 11,58.14,128.05,0.0,7.64,106.28,0.0,113.92
msp_102_2011_1VB45-a, 12,98.52,216.99,0.0,12.95,180.1,0.0,193.04
msp_102_2011_1VB60, 01,121.6,267.81,0.0,15.98,222.28,0.0,238.26
msp_102_2011_1VB60, 02,77.35,170.35,0.0,10.16,141.39,0.0,151.56
msp_102_2011_1VB60, 03,54.5,120.04,0.0,7.16,99.63,0.0,106.79
msp_102_2011_1VB60, 04,35.35,67.44,50.48,4.64,55.98,6.63,67.26
msp_102_2011_1VB60, 05,19.67,10.69,155.65,2.58,8.87,20.45,31.91
msp_102_2011_1VB60, 06,36.71,1.83,375.98,4.82,1.51,49.4,55.74
msp_102_2011_1VB60, 07,63.29,0.0,689.35,8.32,0.0,90.58,98.9
msp_102_2011_1VB60, 08,38.88,0.18,411.81,5.11,0.15,54.11,59.37
msp_102_2011_1VB60, 09,24.54,14.33,188.95,3.23,11.9,24.83,39.95
msp_102_2011_1VB60, 10,24.51,53.79,0.86,3.22,44.65,0.11,47.98
msp_102_2011_1VB60, 11,60.21,132.61,0.0,7.91,110.07,0.0,117.98
msp_102_2011_1VB60, 12,101.11,222.69,0.0,13.29,184.83,0.0,198.12
msp_102_2011_1VB60-a, 01,119.07,262.23,0.0,15.65,217.65,0.0,233.3
msp_102_2011_1VB60-a, 02,75.39,166.04,0.0,9.91,137.81,0.0,147.72
msp_102_2011_1VB60-a, 03,52.84,116.37,0.0,6.94,96.59,0.0,103.53
msp_102_2011_1VB60-a, 04,34.33,64.96,51.58,4.51,53.92,6.78,65.21
msp_102_2011_1VB60-a, 05,19.82,10.0,160.24,2.6,8.3,21.06,31.96
msp_102_2011_1VB60-a, 06,37.3,1.66,382.6,4.9,1.37,50.27,56.55
msp_102_2011_1VB60-a, 07,63.78,0.0,694.16,8.38,0.0,91.21,99.59
msp_102_2011_1VB60-a, 08,39.59,0.14,418.99,5.2,0.12,55.06,60.37
msp_102_2011_1VB60-a, 09,24.64,13.55,193.44,3.24,11.24,25.42,39.9
msp_102_2011_1VB60-a, 10,23.46,51.41,1.1,3.08,42.67,0.14,45.9
msp_102_2011_1VB60-a, 11,58.49,128.82,0.0,7.69,106.92,0.0,114.61
msp_102_2011_1VB60-a, 12,98.83,217.66,0.0,12.99,180.66,0.0,193.64
msp_102_2011_1VB75, 01,122.13,268.98,0.0,16.05,223.25,0.0,239.3
msp_102_2011_1VB75, 02,77.89,171.54,0.0,10.23,142.38,0.0,152.61
msp_102_2011_1VB75, 03,55.08,121.31,0.0,7.24,100.69,0.0,107.93
msp_102_2011_1VB75, 04,35.51,68.43,47.59,4.67,56.8,6.25,67.71
msp_102_2011_1VB75, 05,18.8,10.98,145.48,2.47,9.11,19.12,30.7
msp_102_2011_1VB75, 06,35.2,1.9,360.05,4.63,1.57,47.31,53.51
msp_102_2011_1VB75, 07,61.57,0.0,671.14,8.09,0.0,88.19,96.28
msp_102_2011_1VB75, 08,37.41,0.18,396.59,4.92,0.15,52.11,57.18
msp_102_2011_1VB75, 09,23.75,14.53,179.93,3.12,12.06,23.64,38.83
msp_102_2011_1VB75, 10,24.84,54.57,0.61,3.26,45.29,0.08,48.64
msp_102_2011_1VB75, 11,60.59,133.44,0.0,7.96,110.75,0.0,118.71
msp_102_2011_1VB75, 12,101.49,223.52,0.0,13.34,185.52,0.0,198.86
msp_102_2011_1VB75-a, 01,119.58,263.37,0.0,15.71,218.59,0.0,234.31
msp_102_2011_1VB75-a, 02,75.92,167.2,0.0,9.98,138.77,0.0,148.75
msp_102_2011_1VB75-a, 03,53.4,117.61,0.0,7.02,97.62,0.0,104.63
msp_102_2011_1VB75-a, 04,34.47,65.91,48.62,4.53,54.7,6.39,65.62
msp_102_2011_1VB75-a, 05,18.94,10.27,150.11,2.49,8.52,19.72,30.74
msp_102_2011_1VB75-a, 06,35.81,1.72,366.98,4.71,1.43,48.22,54.36
msp_102_2011_1VB75-a, 07,62.1,0.0,676.39,8.16,0.0,88.88,97.04
msp_102_2011_1VB75-a, 08,38.13,0.14,404.0,5.01,0.12,53.09,58.21
msp_102_2011_1VB75-a, 09,23.86,13.74,184.59,3.13,11.41,24.26,38.8
msp_102_2011_1VB75-a, 10,23.76,52.15,0.75,3.12,43.28,0.1,46.5
msp_102_2011_1VB75-a, 11,58.85,129.62,0.0,7.73,107.59,0.0,115.32
msp_102_2011_1VB75-a, 12,99.19,218.46,0.0,13.03,181.32,0.0,194.36
msp_102_2011_base, 01,120.73,265.89,0.0,15.86,220.69,0.0,236.55
msp_102_2011_base, 02,75.44,166.15,0.0,9.91,137.9,0.0,147.82
msp_102_2011_base, 03,52.1,114.41,1.47,6.85,94.96,0.19,102.0
msp_102_2011_base, 04,35.61,63.21,72.67,4.68,52.46,9.55,66.69
msp_102_2011_base, 05,26.28,9.6,227.24,3.45,7.97,29.86,41.28
msp_102_2011_base, 06,46.45,1.57,477.04,6.1,1.3,62.68,70.09
msp_102_2011_base, 07,74.41,0.0,806.81,9.78,0.0,106.01,115.79
msp_102_2011_base, 08,49.02,0.21,515.3,6.44,0.17,67.71,74.32
msp_102_2011_base, 09,30.72,13.68,254.52,4.04,11.36,33.44,48.84
msp_102_2011_base, 10,24.15,50.95,9.56,3.17,42.29,1.26,46.72
msp_102_2011_base, 11,59.17,130.31,0.0,7.77,108.16,0.0,115.93
msp_102_2011_base, 12,100.88,222.19,0.0,13.26,184.42,0.0,197.67
msp_102_2011_base-a, 01,117.36,258.47,0.0,15.42,214.53,0.0,229.95
msp_102_2011_base-a, 02,72.88,160.52,0.0,9.58,133.23,0.0,142.81
msp_102_2011_base-a, 03,50.01,109.72,1.78,6.57,91.06,0.23,97.87
msp_102_2011_base-a, 04,34.31,60.09,73.81,4.51,49.88,9.7,64.08
msp_102_2011_base-a, 05,26.42,8.79,232.17,3.47,7.29,30.51,41.27
msp_102_2011_base-a, 06,46.91,1.38,482.3,6.16,1.15,63.37,70.68
msp_102_2011_base-a, 07,74.64,0.0,808.81,9.81,0.0,106.28,116.09
msp_102_2011_base-a, 08,49.67,0.15,521.9,6.53,0.12,68.58,75.23
msp_102_2011_base-a, 09,30.7,12.64,258.88,4.03,10.49,34.02,48.54
msp_102_2011_base-a, 10,22.92,47.98,10.63,3.01,39.82,1.4,44.23
msp_102_2011_base-a, 11,56.89,125.3,0.0,7.48,104.0,0.0,111.48
msp_102_2011_base-a, 12,97.84,215.48,0.0,12.86,178.84,0.0,191.7
msp_102_2011_cellularHT, 01,120.12,264.55,0.0,15.78,219.58,0.0,235.36
msp_102_2011_cellularHT, 02,75.88,167.11,0.0,9.97,138.7,0.0,148.67
msp_102_2011_cellularHT, 03,52.97,116.66,0.01,6.96,96.83,0.0,103.79
msp_102_2011_cellularHT, 04,34.88,65.02,56.89,4.58,53.97,7.48,66.03
msp_102_2011_cellularHT, 05,21.35,10.03,175.62,2.81,8.32,23.08,34.21
msp_102_2011_cellularHT, 06,39.55,1.65,405.82,5.2,1.37,53.32,59.89
msp_102_2011_cellularHT, 07,66.48,0.0,722.96,8.74,0.0,95.0,103.73
msp_102_2011_cellularHT, 08,42.03,0.16,443.96,5.52,0.14,58.34,63.99
msp_102_2011_cellularHT, 09,26.33,13.71,209.87,3.46,11.38,27.58,42.42
msp_102_2011_cellularHT, 10,23.71,51.66,2.37,3.11,42.88,0.31,46.3
msp_102_2011_cellularHT, 11,59.09,130.14,0.0,7.76,108.02,0.0,115.78
msp_102_2011_cellularHT, 12,100.0,220.25,0.0,13.14,182.81,0.0,195.95
msp_102_2011_cellularHT-a, 01,117.74,259.32,0.0,15.47,215.23,0.0,230.7
msp_102_2011_cellularHT-a, 02,74.04,163.06,0.0,9.73,135.34,0.0,145.07
msp_102_2011_cellularHT-a, 03,51.41,113.2,0.06,6.75,93.96,0.01,100.72
msp_102_2011_cellularHT-a, 04,33.97,62.7,58.38,4.46,52.04,7.67,64.18
msp_102_2011_cellularHT-a, 05,21.65,9.41,181.35,2.84,7.81,23.83,34.49
msp_102_2011_cellularHT-a, 06,40.26,1.51,413.58,5.29,1.25,54.34,60.89
msp_102_2011_cellularHT-a, 07,67.11,0.0,729.29,8.82,0.0,95.83,104.65
msp_102_2011_cellularHT-a, 08,42.85,0.13,452.35,5.63,0.11,59.44,65.17
msp_102_2011_cellularHT-a, 09,26.54,13.0,215.2,3.49,10.79,28.28,42.55
msp_102_2011_cellularHT-a, 10,22.8,49.5,3.06,3.0,41.09,0.4,44.49
msp_102_2011_cellularHT-a, 11,57.49,126.63,0.0,7.55,105.1,0.0,112.65
msp_102_2011_cellularHT-a, 12,97.87,215.55,0.0,12.86,178.91,0.0,191.77
msp_102_2011_cellularLT, 01,117.72,259.26,0.0,15.47,215.18,0.0,230.65
msp_102_2011_cellularLT, 02,75.45,166.17,0.0,9.91,137.92,0.0,147.83
msp_102_2011_cellularLT, 03,53.79,118.46,0.0,7.07,98.32,0.0,105.39
msp_102_2011_cellularLT, 04,34.24,67.15,40.41,4.5,55.73,5.31,65.54
msp_102_2011_cellularLT, 05,16.55,10.89,122.7,2.17,9.04,16.12,27.33
msp_102_2011_cellularLT, 06,31.49,1.87,321.77,4.14,1.55,42.28,47.97
msp_102_2011_cellularLT, 07,56.85,0.0,620.79,7.47,0.0,81.57,89.04
msp_102_2011_cellularLT, 08,33.84,0.14,359.83,4.45,0.11,47.28,51.84
msp_102_2011_cellularLT, 09,21.3,13.86,157.87,2.8,11.5,20.74,35.04
msp_102_2011_cellularLT, 10,24.08,53.01,0.13,3.16,44.0,0.02,47.18
msp_102_2011_cellularLT, 11,58.42,128.67,0.0,7.68,106.8,0.0,114.47
msp_102_2011_cellularLT, 12,97.65,215.07,0.0,12.83,178.51,0.0,191.34
msp_102_2011_cellularLT-a, 01,116.09,255.67,0.0,15.25,212.21,0.0,227.46
msp_102_2011_cellularLT-a, 02,74.18,163.38,0.0,9.75,135.61,0.0,145.35
msp_102_2011_cellularLT-a, 03,52.69,116.05,0.0,6.92,96.32,0.0,103.24
msp_102_2011_cellularLT-a, 04,33.57,65.46,41.36,4.41,54.33,5.43,64.18
msp_102_2011_cellularLT-a, 05,16.73,10.4,126.7,2.2,8.63,16.65,27.48
msp_102_2011_cellularLT-a, 06,32.09,1.75,328.31,4.22,1.45,43.14,48.81
msp_102_2011_cellularLT-a, 07,57.46,0.0,627.0,7.55,0.0,82.39,89.94
msp_102_2011_cellularLT-a, 08,34.51,0.11,366.72,4.53,0.09,48.19,52.81
msp_102_2011_cellularLT-a, 09,21.49,13.35,162.1,2.82,11.08,21.3,35.2
msp_102_2011_cellularLT-a, 10,23.37,51.42,0.19,3.07,42.68,0.02,45.77
msp_102_2011_cellularLT-a, 11,57.33,126.27,0.0,7.53,104.8,0.0,112.34
msp_102_2011_cellularLT-a, 12,96.2,211.87,0.0,12.64,175.85,0.0,188.5
msp_102_BBG-VB-15_102, 01,133.82,294.72,0.0,17.58,244.62,0.0,262.2
msp_102_BBG-VB-15_102, 02,85.09,187.39,0.0,11.18,155.54,0.0,166.72
msp_102_BBG-VB-15_102, 03,60.86,133.81,0.95,8.0,111.06,0.13,119.19
msp_102_BBG-VB-15_102, 04,41.08,75.71,70.94,5.4,62.84,9.32,77.56
msp_102_BBG-VB-15_102, 05,26.93,12.93,219.13,3.54,10.74,28.79,43.07
msp_102_BBG-VB-15_102, 06,46.57,2.4,475.13,6.12,1.99,62.43,70.54
msp_102_BBG-VB-15_102, 07,75.75,0.0,822.11,9.95,0.0,108.03,117.98
msp_102_BBG-VB-15_102, 08,48.49,0.48,509.71,6.37,0.4,66.98,73.75
msp_102_BBG-VB-15_102, 09,31.84,18.07,246.22,4.18,14.99,32.35,51.53
msp_102_BBG-VB-15_102, 10,29.28,62.26,9.54,3.85,51.68,1.25,56.78
msp_102_BBG-VB-15_102, 11,67.72,149.14,0.0,8.9,123.78,0.0,132.68
msp_102_BBG-VB-15_102, 12,113.03,248.94,0.0,14.85,206.62,0.0,221.47
msp_102_BBG-VB-15_2011, 01,132.83,292.53,0.0,17.45,242.8,0.0,260.26
msp_102_BBG-VB-15_2011, 02,85.29,187.84,0.0,11.21,155.91,0.0,167.12
msp_102_BBG-VB-15_2011, 03,61.35,135.12,0.0,8.06,112.15,0.0,120.21
msp_102_BBG-VB-15_2011, 04,40.3,77.32,55.47,5.3,64.17,7.29,76.76
msp_102_BBG-VB-15_2011, 05,22.13,13.49,168.14,2.91,11.19,22.09,36.2
msp_102_BBG-VB-15_2011, 06,39.22,2.51,399.25,5.15,2.08,52.46,59.7
msp_102_BBG-VB-15_2011, 07,67.12,0.0,731.1,8.82,0.0,96.07,104.89
msp_102_BBG-VB-15_2011, 08,41.06,0.44,433.83,5.39,0.36,57.0,62.76
msp_102_BBG-VB-15_2011, 09,27.33,18.02,200.64,3.59,14.96,26.36,44.91
msp_102_BBG-VB-15_2011, 10,28.84,63.02,2.15,3.79,52.31,0.28,56.38
msp_102_BBG-VB-15_2011, 11,67.46,148.58,0.0,8.86,123.32,0.0,132.19
msp_102_BBG-VB-15_2011, 12,111.65,245.9,0.0,14.67,204.1,0.0,218.77
msp_102_BBG-VB-15_2011-a, 01,127.7,281.24,0.0,16.78,233.43,0.0,250.21
msp_102_BBG-VB-15_2011-a, 02,81.65,179.82,0.0,10.73,149.25,0.0,159.98
msp_102_BBG-VB-15_2011-a, 03,58.46,128.75,0.0,7.68,106.86,0.0,114.55
msp_102_BBG-VB-15_2011-a, 04,38.41,73.1,55.69,5.05,60.67,7.32,73.04
msp_102_BBG-VB-15_2011-a, 05,21.82,12.26,170.4,2.87,10.18,22.39,35.43
msp_102_BBG-VB-15_2011-a, 06,39.4,2.19,402.24,5.18,1.82,52.85,59.85
msp_102_BBG-VB-15_2011-a, 07,67.09,0.0,730.23,8.82,0.0,95.95,104.77
msp_102_BBG-VB-15_2011-a, 08,41.46,0.34,438.05,5.45,0.29,57.56,63.29
msp_102_BBG-VB-15_2011-a, 09,26.91,16.57,202.9,3.54,13.76,26.66,43.95
msp_102_BBG-VB-15_2011-a, 10,27.06,59.02,2.53,3.56,48.99,0.33,52.87
msp_102_BBG-VB-15_2011-a, 11,64.36,141.74,0.0,8.46,117.64,0.0,126.1
msp_102_BBG-VB-15_2011-a, 12,107.19,236.08,0.0,14.09,195.95,0.0,210.03
msp_102_BBG-VB-30_102, 01,131.43,289.47,0.0,17.27,240.26,0.0,257.53
msp_102_BBG-VB-30_102, 02,82.74,182.23,0.0,10.87,151.25,0.0,162.12
msp_102_BBG-VB-30_102, 03,58.65,128.67,2.15,7.71,106.79,0.28,114.78
msp_102_BBG-VB-30_102, 04,40.2,73.31,72.94,5.28,60.85,9.58,75.72
msp_102_BBG-VB-30_102, 05,27.27,12.42,224.81,3.58,10.31,29.54,43.43
msp_102_BBG-VB-30_102, 06,47.15,2.27,481.57,6.2,1.89,63.28,71.36
msp_102_BBG-VB-30_102, 07,76.13,0.0,826.04,10.0,0.0,108.54,118.55
msp_102_BBG-VB-30_102, 08,49.32,0.45,518.19,6.48,0.37,68.09,74.94
msp_102_BBG-VB-30_102, 09,33.04,17.31,261.74,4.34,14.37,34.39,53.1
msp_102_BBG-VB-30_102, 10,28.85,59.92,15.42,3.79,49.73,2.03,55.55
msp_102_BBG-VB-30_102, 11,66.11,145.58,0.11,8.69,120.83,0.01,129.53
msp_102_BBG-VB-30_102, 12,111.04,244.56,0.0,14.59,202.99,0.0,217.58
msp_102_BBG-VB-30_2011, 01,129.57,285.36,0.0,17.02,236.85,0.0,253.87
msp_102_BBG-VB-30_2011, 02,82.52,181.75,0.0,10.84,150.85,0.0,161.7
msp_102_BBG-VB-30_2011, 03,58.81,129.49,0.12,7.73,107.48,0.02,115.22
msp_102_BBG-VB-30_2011, 04,39.05,74.14,57.4,5.13,61.53,7.54,74.21
msp_102_BBG-VB-30_2011, 05,22.39,12.64,174.56,2.94,10.49,22.94,36.37
msp_102_BBG-VB-30_2011, 06,40.05,2.31,408.53,5.26,1.91,53.68,60.86
msp_102_BBG-VB-30_2011, 07,67.85,0.0,738.45,8.91,0.0,97.03,105.95
msp_102_BBG-VB-30_2011, 08,42.13,0.38,444.81,5.54,0.32,58.45,64.3
msp_102_BBG-VB-30_2011, 09,28.12,16.99,213.34,3.7,14.1,28.03,45.83
msp_102_BBG-VB-30_2011, 10,27.66,59.82,4.7,3.63,49.65,0.62,53.9
msp_102_BBG-VB-30_2011, 11,65.34,143.91,0.0,8.59,119.44,0.0,128.03
msp_102_BBG-VB-30_2011, 12,108.89,239.83,0.0,14.31,199.05,0.0,213.36
msp_102_BBG-VB-30_2011-a, 01,124.7,274.63,0.0,16.39,227.94,0.0,244.33
msp_102_BBG-VB-30_2011-a, 02,79.06,174.11,0.0,10.39,144.51,0.0,154.9
msp_102_BBG-VB-30_2011-a, 03,56.07,123.44,0.18,7.37,102.46,0.02,109.85
msp_102_BBG-VB-30_2011-a, 04,37.26,70.18,57.38,4.9,58.25,7.54,70.69
msp_102_BBG-VB-30_2011-a, 05,22.04,11.51,176.01,2.9,9.56,23.13,35.58
msp_102_BBG-VB-30_2011-a, 06,40.12,2.02,410.24,5.27,1.68,53.91,60.86
msp_102_BBG-VB-30_2011-a, 07,67.66,0.0,735.97,8.89,0.0,96.71,105.6
msp_102_BBG-VB-30_2011-a, 08,42.41,0.3,447.73,5.57,0.25,58.83,64.65
msp_102_BBG-VB-30_2011-a, 09,27.7,15.63,215.22,3.64,12.97,28.28,44.89
msp_102_BBG-VB-30_2011-a, 10,26.02,56.06,5.32,3.42,46.53,0.7,50.65
msp_102_BBG-VB-30_2011-a, 11,62.38,137.39,0.0,8.2,114.04,0.0,122.23
msp_102_BBG-VB-30_2011-a, 12,104.65,230.49,0.0,13.75,191.3,0.0,205.06
msp_102_BBG-VB-45_102, 01,130.48,287.37,0.0,17.15,238.52,0.0,255.66
msp_102_BBG-VB-45_102, 02,82.41,181.5,0.0,10.83,150.65,0.0,161.47
msp_102_BBG-VB-45_102, 03,57.48,126.09,2.16,7.55,104.66,0.28,112.49
msp_102_BBG-VB-45_102, 04,39.61,72.22,71.97,5.2,59.94,9.46,74.6
msp_102_BBG-VB-45_102, 05,26.19,12.31,214.32,3.44,10.22,28.16,41.82
msp_102_BBG-VB-45_102, 06,45.05,2.25,460.35,5.92,1.86,60.49,68.27
msp_102_BBG-VB-45_102, 07,73.65,0.0,800.0,9.68,0.0,105.12,114.8
msp_102_BBG-VB-45_102, 08,47.9,0.42,503.81,6.29,0.35,66.2,72.84
msp_102_BBG-VB-45_102, 09,32.86,16.86,261.89,4.32,13.99,34.41,52.72
msp_102_BBG-VB-45_102, 10,28.29,59.27,12.95,3.72,49.19,1.7,54.61
msp_102_BBG-VB-45_102, 11,65.73,144.75,0.0,8.64,120.15,0.0,128.78
msp_102_BBG-VB-45_102, 12,109.96,242.19,0.0,14.45,201.01,0.0,215.46
msp_102_BBG-VB-45_2011, 01,127.41,280.61,0.0,16.74,232.9,0.0,249.64
msp_102_BBG-VB-45_2011, 02,81.2,178.83,0.0,10.67,148.43,0.0,159.1
msp_102_BBG-VB-45_2011, 03,57.13,125.8,0.08,7.51,104.41,0.01,111.93
msp_102_BBG-VB-45_2011, 04,38.05,72.09,56.67,5.0,59.84,7.45,72.28
msp_102_BBG-VB-45_2011, 05,21.62,12.22,168.56,2.84,10.14,22.15,35.13
msp_102_BBG-VB-45_2011, 06,38.71,2.22,395.09,5.09,1.84,51.91,58.85
msp_102_BBG-VB-45_2011, 07,66.11,0.0,719.99,8.69,0.0,94.61,103.29
msp_102_BBG-VB-45_2011, 08,41.33,0.34,436.68,5.43,0.28,57.38,63.09
msp_102_BBG-VB-45_2011, 09,27.91,16.24,214.55,3.67,13.48,28.19,45.34
msp_102_BBG-VB-45_2011, 10,26.85,58.24,3.86,3.53,48.34,0.51,52.37
msp_102_BBG-VB-45_2011, 11,64.15,141.29,0.0,8.43,117.27,0.0,125.7
msp_102_BBG-VB-45_2011, 12,106.83,235.29,0.0,14.04,195.29,0.0,209.33
msp_102_BBG-VB-45_2011-a, 01,122.97,270.83,0.0,16.16,224.79,0.0,240.95
msp_102_BBG-VB-45_2011-a, 02,78.05,171.91,0.0,10.26,142.68,0.0,152.94
msp_102_BBG-VB-45_2011-a, 03,54.63,120.29,0.11,7.18,99.84,0.01,107.04
msp_102_BBG-VB-45_2011-a, 04,36.4,68.52,56.29,4.78,56.87,7.4,69.05
msp_102_BBG-VB-45_2011-a, 05,21.18,11.22,168.54,2.78,9.31,22.15,34.24
msp_102_BBG-VB-45_2011-a, 06,38.56,1.97,394.43,5.07,1.63,51.83,58.53
msp_102_BBG-VB-45_2011-a, 07,65.68,0.0,715.01,8.63,0.0,93.95,102.58
msp_102_BBG-VB-45_2011-a, 08,41.39,0.26,437.39,5.44,0.21,57.47,63.13
msp_102_BBG-VB-45_2011-a, 09,27.44,15.0,215.38,3.61,12.45,28.3,44.35
msp_102_BBG-VB-45_2011-a, 10,25.33,54.81,4.17,3.33,45.49,0.55,49.37
msp_102_BBG-VB-45_2011-a, 11,61.45,135.34,0.0,8.07,112.33,0.0,120.41
msp_102_BBG-VB-45_2011-a, 12,102.95,226.74,0.0,13.53,188.2,0.0,201.72
