Scenario,Month,Illuminance(lux)
msp_102_BBG-VB-60_2011-a, 04,915.06
msp_102_BBG-VB-60_2011-a, 05,483.78
msp_102_BBG-VB-60_2011-a, 06,540.36
msp_102_BBG-VB-60_2011-a, 07,527.22
msp_102_BBG-VB-60_2011-a, 08,701.32
msp_102_BBG-VB-60_2011-a, 09,2026.97
msp_102_BBG-VB-60_2011-a, 10,1196.59
msp_102_BBG-VB-60_2011-a, 11,345.67
msp_102_BBG-VB-60_2011-a, 12,348.3
msp_102_BBG-VB-75_102, 01,129.16
msp_102_BBG-VB-75_102, 02,203.53
msp_102_BBG-VB-75_102, 03,464.62
msp_102_BBG-VB-75_102, 04,379.12
msp_102_BBG-VB-75_102, 05,208.58
msp_102_BBG-VB-75_102, 06,174.5
msp_102_BBG-VB-75_102, 07,175.15
msp_102_BBG-VB-75_102, 08,291.49
msp_102_BBG-VB-75_102, 09,639.1
msp_102_BBG-VB-75_102, 10,281.68
msp_102_BBG-VB-75_102, 11,115.41
msp_102_BBG-VB-75_102, 12,88.77
msp_102_BBG-VB-75_2011, 01,106.5
msp_102_BBG-VB-75_2011, 02,167.97
msp_102_BBG-VB-75_2011, 03,384.77
msp_102_BBG-VB-75_2011, 04,310.15
msp_102_BBG-VB-75_2011, 05,167.12
msp_102_BBG-VB-75_2011, 06,138.77
msp_102_BBG-VB-75_2011, 07,139.62
msp_102_BBG-VB-75_2011, 08,236.72
msp_102_BBG-VB-75_2011, 09,530.43
msp_102_BBG-VB-75_2011, 10,233.07
msp_102_BBG-VB-75_2011, 11,95.12
msp_102_BBG-VB-75_2011, 12,73.22
msp_102_BBG-VB-75_2011-a, 01,106.5
msp_102_BBG-VB-75_2011-a, 02,167.97
msp_102_BBG-VB-75_2011-a, 03,384.77
msp_102_BBG-VB-75_2011-a, 04,310.15
msp_102_BBG-VB-75_2011-a, 05,167.12
msp_102_BBG-VB-75_2011-a, 06,138.77
msp_102_BBG-VB-75_2011-a, 07,139.62
msp_102_BBG-VB-75_2011-a, 08,236.72
msp_102_BBG-VB-75_2011-a, 09,530.43
msp_102_BBG-VB-75_2011-a, 10,233.07
msp_102_BBG-VB-75_2011-a, 11,95.12
msp_102_BBG-VB-75_2011-a, 12,73.22
msp_102_BBG-VB0_102, 01,1113.15
msp_102_BBG-VB0_102, 02,606.54
msp_102_BBG-VB0_102, 03,555.19
msp_102_BBG-VB0_102, 04,539.46
msp_102_BBG-VB0_102, 05,527.13
msp_102_BBG-VB0_102, 06,526.18
msp_102_BBG-VB0_102, 07,514.68
msp_102_BBG-VB0_102, 08,555.4
msp_102_BBG-VB0_102, 09,546.55
msp_102_BBG-VB0_102, 10,512.29
msp_102_BBG-VB0_102, 11,658.2
msp_102_BBG-VB0_102, 12,1003.59
msp_102_BBG-VB0_2011, 01,958.73
msp_102_BBG-VB0_2011, 02,516.9
msp_102_BBG-VB0_2011, 03,465.17
msp_102_BBG-VB0_2011, 04,446.54
msp_102_BBG-VB0_2011, 05,434.66
msp_102_BBG-VB0_2011, 06,433.16
msp_102_BBG-VB0_2011, 07,424.38
msp_102_BBG-VB0_2011, 08,460.61
msp_102_BBG-VB0_2011, 09,455.82
msp_102_BBG-VB0_2011, 10,433.3
msp_102_BBG-VB0_2011, 11,565.78
msp_102_BBG-VB0_2011, 12,867.42
msp_102_BBG-VB0_2011-a, 01,958.73
msp_102_BBG-VB0_2011-a, 02,516.9
msp_102_BBG-VB0_2011-a, 03,465.17
msp_102_BBG-VB0_2011-a, 04,446.54
msp_102_BBG-VB0_2011-a, 05,434.66
msp_102_BBG-VB0_2011-a, 06,433.16
msp_102_BBG-VB0_2011-a, 07,424.38
msp_102_BBG-VB0_2011-a, 08,460.61
msp_102_BBG-VB0_2011-a, 09,455.82
msp_102_BBG-VB0_2011-a, 10,433.3
msp_102_BBG-VB0_2011-a, 11,565.78
msp_102_BBG-VB0_2011-a, 12,867.42
msp_102_BBG-VB15_102, 01,524.61
msp_102_BBG-VB15_102, 02,390.65
msp_102_BBG-VB15_102, 03,389.95
msp_102_BBG-VB15_102, 04,384.16
msp_102_BBG-VB15_102, 05,366.93
msp_102_BBG-VB15_102, 06,362.37
msp_102_BBG-VB15_102, 07,353.63
msp_102_BBG-VB15_102, 08,385.54
msp_102_BBG-VB15_102, 09,396.64
msp_102_BBG-VB15_102, 10,360.76
msp_102_BBG-VB15_102, 11,361.88
msp_102_BBG-VB15_102, 12,491.38
msp_102_BBG-VB15_2011, 01,449.01
msp_102_BBG-VB15_2011, 02,328.98
msp_102_BBG-VB15_2011, 03,322.11
msp_102_BBG-VB15_2011, 04,313.61
msp_102_BBG-VB15_2011, 05,298.42
msp_102_BBG-VB15_2011, 06,294.13
msp_102_BBG-VB15_2011, 07,287.51
msp_102_BBG-VB15_2011, 08,315.39
msp_102_BBG-VB15_2011, 09,326.37
msp_102_BBG-VB15_2011, 10,301.18
msp_102_BBG-VB15_2011, 11,308.44
msp_102_BBG-VB15_2011, 12,422.78
msp_102_BBG-VB15_2011-a, 01,449.01
msp_102_BBG-VB15_2011-a, 02,328.98
msp_102_BBG-VB15_2011-a, 03,322.11
msp_102_BBG-VB15_2011-a, 04,313.61
msp_102_BBG-VB15_2011-a, 05,298.42
msp_102_BBG-VB15_2011-a, 06,294.13
msp_102_BBG-VB15_2011-a, 07,287.51
msp_102_BBG-VB15_2011-a, 08,315.39
msp_102_BBG-VB15_2011-a, 09,326.37
msp_102_BBG-VB15_2011-a, 10,301.18
msp_102_BBG-VB15_2011-a, 11,308.44
msp_102_BBG-VB15_2011-a, 12,422.78
msp_102_BBG-VB30_102, 01,202.23
msp_102_BBG-VB30_102, 02,254.87
msp_102_BBG-VB30_102, 03,259.15
msp_102_BBG-VB30_102, 04,245.78
msp_102_BBG-VB30_102, 05,229.42
msp_102_BBG-VB30_102, 06,223.74
msp_102_BBG-VB30_102, 07,217.92
msp_102_BBG-VB30_102, 08,240.52
msp_102_BBG-VB30_102, 09,257.27
msp_102_BBG-VB30_102, 10,239.5
msp_102_BBG-VB30_102, 11,173.26
msp_102_BBG-VB30_102, 12,149.0
msp_102_BBG-VB30_2011, 01,169.55
msp_102_BBG-VB30_2011, 02,211.33
msp_102_BBG-VB30_2011, 03,210.59
msp_102_BBG-VB30_2011, 04,196.9
msp_102_BBG-VB30_2011, 05,182.92
msp_102_BBG-VB30_2011, 06,177.91
msp_102_BBG-VB30_2011, 07,173.57
msp_102_BBG-VB30_2011, 08,192.93
msp_102_BBG-VB30_2011, 09,208.0
msp_102_BBG-VB30_2011, 10,196.69
msp_102_BBG-VB30_2011, 11,144.76
msp_102_BBG-VB30_2011, 12,125.41
msp_102_BBG-VB30_2011-a, 01,169.55
msp_102_BBG-VB30_2011-a, 02,211.33
msp_102_BBG-VB30_2011-a, 03,210.59
msp_102_BBG-VB30_2011-a, 04,196.9
msp_102_BBG-VB30_2011-a, 05,182.92
msp_102_BBG-VB30_2011-a, 06,177.91
msp_102_BBG-VB30_2011-a, 07,173.57
msp_102_BBG-VB30_2011-a, 08,192.93
msp_102_BBG-VB30_2011-a, 09,208.0
msp_102_BBG-VB30_2011-a, 10,196.69
msp_102_BBG-VB30_2011-a, 11,144.76
msp_102_BBG-VB30_2011-a, 12,125.41
msp_102_BBG-VB45_102, 01,126.01
msp_102_BBG-VB45_102, 02,156.15
msp_102_BBG-VB45_102, 03,153.39
msp_102_BBG-VB45_102, 04,141.54
msp_102_BBG-VB45_102, 05,129.98
msp_102_BBG-VB45_102, 06,125.47
msp_102_BBG-VB45_102, 07,122.18
msp_102_BBG-VB45_102, 08,136.47
msp_102_BBG-VB45_102, 09,150.0
msp_102_BBG-VB45_102, 10,143.55
msp_102_BBG-VB45_102, 11,106.93
msp_102_BBG-VB45_102, 12,92.01
msp_102_BBG-VB45_2011, 01,104.53
msp_102_BBG-VB45_2011, 02,128.01
msp_102_BBG-VB45_2011, 03,123.13
msp_102_BBG-VB45_2011, 04,111.89
msp_102_BBG-VB45_2011, 05,102.19
msp_102_BBG-VB45_2011, 06,98.33
msp_102_BBG-VB45_2011, 07,95.91
msp_102_BBG-VB45_2011, 08,107.91
msp_102_BBG-VB45_2011, 09,119.72
msp_102_BBG-VB45_2011, 10,116.43
msp_102_BBG-VB45_2011, 11,88.38
msp_102_BBG-VB45_2011, 12,76.62
msp_102_BBG-VB45_2011-a, 01,104.53
msp_102_BBG-VB45_2011-a, 02,128.01
msp_102_BBG-VB45_2011-a, 03,123.13
msp_102_BBG-VB45_2011-a, 04,111.89
msp_102_BBG-VB45_2011-a, 05,102.19
msp_102_BBG-VB45_2011-a, 06,98.33
msp_102_BBG-VB45_2011-a, 07,95.91
msp_102_BBG-VB45_2011-a, 08,107.91
msp_102_BBG-VB45_2011-a, 09,119.72
msp_102_BBG-VB45_2011-a, 10,116.43
msp_102_BBG-VB45_2011-a, 11,88.38
msp_102_BBG-VB45_2011-a, 12,76.62
msp_102_BBG-VB60_102, 01,70.55
msp_102_BBG-VB60_102, 02,86.82
msp_102_BBG-VB60_102, 03,84.49
msp_102_BBG-VB60_102, 04,77.32
msp_102_BBG-VB60_102, 05,71.0
msp_102_BBG-VB60_102, 06,68.49
msp_102_BBG-VB60_102, 07,66.67
msp_102_BBG-VB60_102, 08,74.51
msp_102_BBG-VB60_102, 09,82.45
msp_102_BBG-VB60_102, 10,79.5
msp_102_BBG-VB60_102, 11,59.51
msp_102_BBG-VB60_102, 12,51.4
msp_102_BBG-VB60_2011, 01,492.85
msp_102_BBG-VB60_2011, 02,735.54
msp_102_BBG-VB60_2011, 03,1627.5
msp_102_BBG-VB60_2011, 04,915.06
msp_102_BBG-VB60_2011, 05,483.78
msp_102_BBG-VB60_2011, 06,540.36
msp_102_BBG-VB60_2011, 07,527.22
msp_102_BBG-VB60_2011, 08,701.32
msp_102_BBG-VB60_2011, 09,2026.97
msp_102_BBG-VB60_2011, 10,1196.59
msp_102_BBG-VB60_2011, 11,345.67
msp_102_BBG-VB60_2011, 12,348.3
msp_102_BBG-VB60_2011-a, 01,58.08
msp_102_BBG-VB60_2011-a, 02,70.63
msp_102_BBG-VB60_2011-a, 03,67.39
msp_102_BBG-VB60_2011-a, 04,60.86
msp_102_BBG-VB60_2011-a, 05,55.68
msp_102_BBG-VB60_2011-a, 06,53.61
msp_102_BBG-VB60_2011-a, 07,52.25
msp_102_BBG-VB60_2011-a, 08,58.7
msp_102_BBG-VB60_2011-a, 09,65.44
msp_102_BBG-VB60_2011-a, 10,64.01
msp_102_BBG-VB60_2011-a, 11,48.81
msp_102_BBG-VB60_2011-a, 12,42.47
msp_102_BBG-VB75_102, 01,29.27
msp_102_BBG-VB75_102, 02,36.49
msp_102_BBG-VB75_102, 03,36.29
msp_102_BBG-VB75_102, 04,34.12
msp_102_BBG-VB75_102, 05,31.46
msp_102_BBG-VB75_102, 06,29.82
msp_102_BBG-VB75_102, 07,29.02
msp_102_BBG-VB75_102, 08,32.75
msp_102_BBG-VB75_102, 09,35.67
msp_102_BBG-VB75_102, 10,33.67
msp_102_BBG-VB75_102, 11,24.79
msp_102_BBG-VB75_102, 12,21.28
msp_102_BBG-VB75_2011, 01,23.88
msp_102_BBG-VB75_2011, 02,29.46
msp_102_BBG-VB75_2011, 03,28.76
msp_102_BBG-VB75_2011, 04,26.73
msp_102_BBG-VB75_2011, 05,24.57
msp_102_BBG-VB75_2011, 06,23.25
msp_102_BBG-VB75_2011, 07,22.66
msp_102_BBG-VB75_2011, 08,25.68
msp_102_BBG-VB75_2011, 09,28.14
msp_102_BBG-VB75_2011, 10,26.91
msp_102_BBG-VB75_2011, 11,20.16
msp_102_BBG-VB75_2011, 12,17.43
msp_102_BBG-VB75_2011-a, 01,23.88
msp_102_BBG-VB75_2011-a, 02,29.46
msp_102_BBG-VB75_2011-a, 03,28.76
msp_102_BBG-VB75_2011-a, 04,26.73
msp_102_BBG-VB75_2011-a, 05,24.57
msp_102_BBG-VB75_2011-a, 06,23.25
msp_102_BBG-VB75_2011-a, 07,22.66
msp_102_BBG-VB75_2011-a, 08,25.68
msp_102_BBG-VB75_2011-a, 09,28.14
msp_102_BBG-VB75_2011-a, 10,26.91
msp_102_BBG-VB75_2011-a, 11,20.16
msp_102_BBG-VB75_2011-a, 12,17.43
msp_2011_102-BBG-VB-15_2011-a, 01,1161.86
msp_2011_102-BBG-VB-15_2011-a, 02,773.31
msp_2011_102-BBG-VB-15_2011-a, 03,808.35
msp_2011_102-BBG-VB-15_2011-a, 04,493.37
msp_2011_102-BBG-VB-15_2011-a, 05,493.44
msp_2011_102-BBG-VB-15_2011-a, 06,499.65
msp_2011_102-BBG-VB-15_2011-a, 07,490.42
msp_2011_102-BBG-VB-15_2011-a, 08,523.46
msp_2011_102-BBG-VB-15_2011-a, 09,607.73
msp_2011_102-BBG-VB-15_2011-a, 10,831.33
msp_2011_102-BBG-VB-15_2011-a, 11,658.8
msp_2011_102-BBG-VB-15_2011-a, 12,1016.23
msp_2011_102-BBG-VB-30_2011-a, 01,1205.13
msp_2011_102-BBG-VB-30_2011-a, 02,1076.97
msp_2011_102-BBG-VB-30_2011-a, 03,1553.71
msp_2011_102-BBG-VB-30_2011-a, 04,804.74
msp_2011_102-BBG-VB-30_2011-a, 05,631.09
msp_2011_102-BBG-VB-30_2011-a, 06,647.77
msp_2011_102-BBG-VB-30_2011-a, 07,635.91
msp_2011_102-BBG-VB-30_2011-a, 08,746.41
msp_2011_102-BBG-VB-30_2011-a, 09,1467.84
msp_2011_102-BBG-VB-30_2011-a, 10,1458.42
msp_2011_102-BBG-VB-30_2011-a, 11,694.23
msp_2011_102-BBG-VB-30_2011-a, 12,975.21
msp_2011_102-BBG-VB-45_2011-a, 01,838.49
msp_2011_102-BBG-VB-45_2011-a, 02,990.75
msp_2011_102-BBG-VB-45_2011-a, 03,1882.64
msp_2011_102-BBG-VB-45_2011-a, 04,996.23
msp_2011_102-BBG-VB-45_2011-a, 05,631.15
msp_2011_102-BBG-VB-45_2011-a, 06,675.7
msp_2011_102-BBG-VB-45_2011-a, 07,659.29
msp_2011_102-BBG-VB-45_2011-a, 08,819.1
msp_2011_102-BBG-VB-45_2011-a, 09,2139.95
msp_2011_102-BBG-VB-45_2011-a, 10,1561.95
msp_2011_102-BBG-VB-45_2011-a, 11,521.85
msp_2011_102-BBG-VB-45_2011-a, 12,644.32
msp_2011_102-BBG-VB-60_2011-a, 01,384.04
msp_2011_102-BBG-VB-60_2011-a, 02,567.62
msp_2011_102-BBG-VB-60_2011-a, 03,1226.13
msp_2011_102-BBG-VB-60_2011-a, 04,696.29
msp_2011_102-BBG-VB-60_2011-a, 05,385.51
msp_2011_102-BBG-VB-60_2011-a, 06,435.09
msp_2011_102-BBG-VB-60_2011-a, 07,423.54
msp_2011_102-BBG-VB-60_2011-a, 08,542.97
msp_2011_102-BBG-VB-60_2011-a, 09,1512.0
msp_2011_102-BBG-VB-60_2011-a, 10,911.5
msp_2011_102-BBG-VB-60_2011-a, 11,269.6
msp_2011_102-BBG-VB-60_2011-a, 12,272.04
msp_2011_102-BBG-VB0_2011-a, 01,745.09
msp_2011_102-BBG-VB0_2011-a, 02,402.08
msp_2011_102-BBG-VB0_2011-a, 03,365.4
msp_2011_102-BBG-VB0_2011-a, 04,355.32
msp_2011_102-BBG-VB0_2011-a, 05,347.54
msp_2011_102-BBG-VB0_2011-a, 06,347.27
msp_2011_102-BBG-VB0_2011-a, 07,339.81
msp_2011_102-BBG-VB0_2011-a, 08,366.57
msp_2011_102-BBG-VB0_2011-a, 09,360.24
msp_2011_102-BBG-VB0_2011-a, 10,338.7
msp_2011_102-BBG-VB0_2011-a, 11,440.28
msp_2011_102-BBG-VB0_2011-a, 12,676.11
msp_2011_102-BBG-VB15_2011-a, 01,349.46
msp_2011_102-BBG-VB15_2011-a, 02,257.54
msp_2011_102-BBG-VB15_2011-a, 03,256.31
msp_2011_102-BBG-VB15_2011-a, 04,252.77
msp_2011_102-BBG-VB15_2011-a, 05,241.72
msp_2011_102-BBG-VB15_2011-a, 06,238.91
msp_2011_102-BBG-VB15_2011-a, 07,233.22
msp_2011_102-BBG-VB15_2011-a, 08,254.14
msp_2011_102-BBG-VB15_2011-a, 09,260.96
msp_2011_102-BBG-VB15_2011-a, 10,237.61
msp_2011_102-BBG-VB15_2011-a, 11,240.47
msp_2011_102-BBG-VB15_2011-a, 12,329.47
msp_2011_102-BBG-VB30_2011-a, 01,132.64
msp_2011_102-BBG-VB30_2011-a, 02,167.04
msp_2011_102-BBG-VB30_2011-a, 03,169.79
msp_2011_102-BBG-VB30_2011-a, 04,161.2
msp_2011_102-BBG-VB30_2011-a, 05,150.59
msp_2011_102-BBG-VB30_2011-a, 06,146.9
msp_2011_102-BBG-VB30_2011-a, 07,143.1
msp_2011_102-BBG-VB30_2011-a, 08,157.9
msp_2011_102-BBG-VB30_2011-a, 09,168.68
msp_2011_102-BBG-VB30_2011-a, 10,156.97
msp_2011_102-BBG-VB30_2011-a, 11,113.58
msp_2011_102-BBG-VB30_2011-a, 12,97.77
msp_2011_102-BBG-VB45_2011-a, 01,82.05
msp_2011_102-BBG-VB45_2011-a, 02,101.71
msp_2011_102-BBG-VB45_2011-a, 03,99.95
msp_2011_102-BBG-VB45_2011-a, 04,92.27
msp_2011_102-BBG-VB45_2011-a, 05,84.75
msp_2011_102-BBG-VB45_2011-a, 06,81.8
msp_2011_102-BBG-VB45_2011-a, 07,79.66
msp_2011_102-BBG-VB45_2011-a, 08,88.97
msp_2011_102-BBG-VB45_2011-a, 09,97.76
msp_2011_102-BBG-VB45_2011-a, 10,93.51
msp_2011_102-BBG-VB45_2011-a, 11,69.63
msp_2011_102-BBG-VB45_2011-a, 12,59.9
msp_2011_102-BBG-VB60_2011-a, 01,45.68
msp_2011_102-BBG-VB60_2011-a, 02,56.2
msp_2011_102-BBG-VB60_2011-a, 03,54.7
msp_2011_102-BBG-VB60_2011-a, 04,50.08
msp_2011_102-BBG-VB60_2011-a, 05,46.01
msp_2011_102-BBG-VB60_2011-a, 06,44.39
msp_2011_102-BBG-VB60_2011-a, 07,43.2
msp_2011_102-BBG-VB60_2011-a, 08,48.26
msp_2011_102-BBG-VB60_2011-a, 09,53.39
msp_2011_102-BBG-VB60_2011-a, 10,51.47
msp_2011_102-BBG-VB60_2011-a, 11,38.53
msp_2011_102-BBG-VB60_2011-a, 12,33.28
msp_2011_102_1VB-15, 01,1552.44
msp_2011_102_1VB-15, 02,1048.73
msp_2011_102_1VB-15, 03,1110.96
msp_2011_102_1VB-15, 04,695.02
msp_2011_102_1VB-15, 05,707.67
msp_2011_102_1VB-15, 06,729.17
msp_2011_102_1VB-15, 07,713.16
msp_2011_102_1VB-15, 08,741.44
msp_2011_102_1VB-15, 09,848.77
msp_2011_102_1VB-15, 10,1149.22
msp_2011_102_1VB-15, 11,881.93
msp_2011_102_1VB-15, 12,1351.44
msp_2011_102_1VB-15-a, 01,1552.44
msp_2011_102_1VB-15-a, 02,1048.73
msp_2011_102_1VB-15-a, 03,1110.96
msp_2011_102_1VB-15-a, 04,695.02
msp_2011_102_1VB-15-a, 05,707.67
msp_2011_102_1VB-15-a, 06,729.17
msp_2011_102_1VB-15-a, 07,713.16
msp_2011_102_1VB-15-a, 08,741.44
msp_2011_102_1VB-15-a, 09,848.77
msp_2011_102_1VB-15-a, 10,1149.22
msp_2011_102_1VB-15-a, 11,881.93
msp_2011_102_1VB-15-a, 12,1351.44
msp_2011_102_1VB-30, 01,1610.58
msp_2011_102_1VB-30, 02,1464.21
msp_2011_102_1VB-30, 03,2147.81
msp_2011_102_1VB-30, 04,1133.14
msp_2011_102_1VB-30, 05,896.6
msp_2011_102_1VB-30, 06,936.55
msp_2011_102_1VB-30, 07,916.84
msp_2011_102_1VB-30, 08,1053.23
msp_2011_102_1VB-30, 09,2050.0
msp_2011_102_1VB-30, 10,2000.7
msp_2011_102_1VB-30, 11,932.53
msp_2011_102_1VB-30, 12,1295.97
msp_2011_102_1VB-30-a, 01,1610.58
msp_2011_102_1VB-30-a, 02,1464.21
msp_2011_102_1VB-30-a, 03,2147.81
msp_2011_102_1VB-30-a, 04,1133.14
msp_2011_102_1VB-30-a, 05,896.6
msp_2011_102_1VB-30-a, 06,936.55
msp_2011_102_1VB-30-a, 07,916.84
msp_2011_102_1VB-30-a, 08,1053.23
msp_2011_102_1VB-30-a, 09,2050.0
msp_2011_102_1VB-30-a, 10,2000.7
msp_2011_102_1VB-30-a, 11,932.53
msp_2011_102_1VB-30-a, 12,1295.97
msp_2011_102_1VB-45, 01,1110.41
msp_2011_102_1VB-45, 02,1348.43
msp_2011_102_1VB-45, 03,2631.22
msp_2011_102_1VB-45, 04,1456.67
msp_2011_102_1VB-45, 05,952.77
msp_2011_102_1VB-45, 06,1035.07
msp_2011_102_1VB-45, 07,1006.14
msp_2011_102_1VB-45, 08,1211.7
msp_2011_102_1VB-45, 09,3042.05
msp_2011_102_1VB-45, 10,2157.97
msp_2011_102_1VB-45, 11,692.96
msp_2011_102_1VB-45, 12,851.06
msp_2011_102_1VB-45-a, 01,1110.41
msp_2011_102_1VB-45-a, 02,1348.43
msp_2011_102_1VB-45-a, 03,2631.22
msp_2011_102_1VB-45-a, 04,1456.67
msp_2011_102_1VB-45-a, 05,952.77
msp_2011_102_1VB-45-a, 06,1035.07
msp_2011_102_1VB-45-a, 07,1006.14
msp_2011_102_1VB-45-a, 08,1211.7
msp_2011_102_1VB-45-a, 09,3042.05
msp_2011_102_1VB-45-a, 10,2157.97
msp_2011_102_1VB-45-a, 11,692.96
msp_2011_102_1VB-45-a, 12,851.06
msp_2011_102_1VB-60, 01,524.54
msp_2011_102_1VB-60, 02,765.56
msp_2011_102_1VB-60, 03,1734.24
msp_2011_102_1VB-60, 04,1079.12
msp_2011_102_1VB-60, 05,680.32
msp_2011_102_1VB-60, 06,823.26
msp_2011_102_1VB-60, 07,792.5
msp_2011_102_1VB-60, 08,885.99
msp_2011_102_1VB-60, 09,2186.0
msp_2011_102_1VB-60, 10,1256.3
msp_2011_102_1VB-60, 11,363.17
msp_2011_102_1VB-60, 12,375.52
msp_2011_102_1VB-60-a, 01,524.54
msp_2011_102_1VB-60-a, 02,765.56
msp_2011_102_1VB-60-a, 03,1734.24
msp_2011_102_1VB-60-a, 04,1079.12
msp_2011_102_1VB-60-a, 05,680.32
msp_2011_102_1VB-60-a, 06,823.26
msp_2011_102_1VB-60-a, 07,792.5
msp_2011_102_1VB-60-a, 08,885.99
msp_2011_102_1VB-60-a, 09,2186.0
msp_2011_102_1VB-60-a, 10,1256.3
msp_2011_102_1VB-60-a, 11,363.17
msp_2011_102_1VB-60-a, 12,375.52
msp_2011_102_1VB-75, 01,123.93
msp_2011_102_1VB-75, 02,209.93
msp_2011_102_1VB-75, 03,474.29
msp_2011_102_1VB-75, 04,431.49
msp_2011_102_1VB-75, 05,296.66
msp_2011_102_1VB-75, 06,270.95
msp_2011_102_1VB-75, 07,265.09
msp_2011_102_1VB-75, 08,359.45
msp_2011_102_1VB-75, 09,650.7
msp_2011_102_1VB-75, 10,302.53
msp_2011_102_1VB-75, 11,111.56
msp_2011_102_1VB-75, 12,85.04
msp_2011_102_1VB-75-a, 01,123.93
msp_2011_102_1VB-75-a, 02,209.93
msp_2011_102_1VB-75-a, 03,474.29
msp_2011_102_1VB-75-a, 04,431.49
msp_2011_102_1VB-75-a, 05,296.66
msp_2011_102_1VB-75-a, 06,270.95
msp_2011_102_1VB-75-a, 07,265.09
msp_2011_102_1VB-75-a, 08,359.45
msp_2011_102_1VB-75-a, 09,650.7
msp_2011_102_1VB-75-a, 10,302.53
msp_2011_102_1VB-75-a, 11,111.56
msp_2011_102_1VB-75-a, 12,85.04
msp_2011_102_1VB0, 01,995.49
msp_2011_102_1VB0, 02,556.44
msp_2011_102_1VB0, 03,521.37
msp_2011_102_1VB0, 04,518.94
msp_2011_102_1VB0, 05,521.81
msp_2011_102_1VB0, 06,533.02
msp_2011_102_1VB0, 07,518.86
msp_2011_102_1VB0, 08,539.55
msp_2011_102_1VB0, 09,508.72
msp_2011_102_1VB0, 10,473.5
msp_2011_102_1VB0, 11,590.03
msp_2011_102_1VB0, 12,895.01
msp_2011_102_1VB0-a, 01,995.49
msp_2011_102_1VB0-a, 02,556.44
msp_2011_102_1VB0-a, 03,521.37
msp_2011_102_1VB0-a, 04,518.94
msp_2011_102_1VB0-a, 05,521.81
msp_2011_102_1VB0-a, 06,533.02
msp_2011_102_1VB0-a, 07,518.86
msp_2011_102_1VB0-a, 08,539.55
msp_2011_102_1VB0-a, 09,508.72
msp_2011_102_1VB0-a, 10,473.5
msp_2011_102_1VB0-a, 11,590.03
msp_2011_102_1VB0-a, 12,895.01
msp_2011_102_1VB15, 01,501.05
msp_2011_102_1VB15, 02,369.47
msp_2011_102_1VB15, 03,372.9
msp_2011_102_1VB15, 04,384.73
msp_2011_102_1VB15, 05,378.68
msp_2011_102_1VB15, 06,384.82
msp_2011_102_1VB15, 07,373.53
msp_2011_102_1VB15, 08,389.74
msp_2011_102_1VB15, 09,383.18
msp_2011_102_1VB15, 10,341.68
msp_2011_102_1VB15, 11,342.11
msp_2011_102_1VB15, 12,462.99
msp_2011_102_1VB15-a, 01,501.05
msp_2011_102_1VB15-a, 02,369.47
msp_2011_102_1VB15-a, 03,372.9
msp_2011_102_1VB15-a, 04,384.73
msp_2011_102_1VB15-a, 05,378.68
msp_2011_102_1VB15-a, 06,384.82
msp_2011_102_1VB15-a, 07,373.53
msp_2011_102_1VB15-a, 08,389.74
msp_2011_102_1VB15-a, 09,383.18
msp_2011_102_1VB15-a, 10,341.68
msp_2011_102_1VB15-a, 11,342.11
msp_2011_102_1VB15-a, 12,462.99
msp_2011_102_1VB30, 01,193.16
msp_2011_102_1VB30, 02,244.12
msp_2011_102_1VB30, 03,258.41
msp_2011_102_1VB30, 04,256.82
msp_2011_102_1VB30, 05,246.97
msp_2011_102_1VB30, 06,249.45
msp_2011_102_1VB30, 07,241.48
msp_2011_102_1VB30, 08,253.23
msp_2011_102_1VB30, 09,259.25
msp_2011_102_1VB30, 10,234.33
msp_2011_102_1VB30, 11,165.7
msp_2011_102_1VB30, 12,143.28
msp_2011_102_1VB30-a, 01,193.16
msp_2011_102_1VB30-a, 02,244.12
msp_2011_102_1VB30-a, 03,258.41
msp_2011_102_1VB30-a, 04,256.82
msp_2011_102_1VB30-a, 05,246.97
msp_2011_102_1VB30-a, 06,249.45
msp_2011_102_1VB30-a, 07,241.48
msp_2011_102_1VB30-a, 08,253.23
msp_2011_102_1VB30-a, 09,259.25
msp_2011_102_1VB30-a, 10,234.33
msp_2011_102_1VB30-a, 11,165.7
msp_2011_102_1VB30-a, 12,143.28
msp_2011_102_1VB45, 01,121.79
msp_2011_102_1VB45, 02,152.14
msp_2011_102_1VB45, 03,158.09
msp_2011_102_1VB45, 04,152.89
msp_2011_102_1VB45, 05,144.55
msp_2011_102_1VB45, 06,144.75
msp_2011_102_1VB45, 07,139.97
msp_2011_102_1VB45, 08,148.08
msp_2011_102_1VB45, 09,156.29
msp_2011_102_1VB45, 10,144.13
msp_2011_102_1VB45, 11,103.71
msp_2011_102_1VB45, 12,88.92
msp_2011_102_1VB45-a, 01,121.79
msp_2011_102_1VB45-a, 02,152.14
msp_2011_102_1VB45-a, 03,158.09
msp_2011_102_1VB45-a, 04,152.89
msp_2011_102_1VB45-a, 05,144.55
msp_2011_102_1VB45-a, 06,144.75
msp_2011_102_1VB45-a, 07,139.97
msp_2011_102_1VB45-a, 08,148.08
msp_2011_102_1VB45-a, 09,156.29
msp_2011_102_1VB45-a, 10,144.13
msp_2011_102_1VB45-a, 11,103.71
msp_2011_102_1VB45-a, 12,88.92
msp_2011_102_1VB60, 01,68.59
